epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,7455.84,1.51142,0.9575,1.14944,0.90615,0.80462,0.86564,0.45302,1.5738,0.92286,1.15879,0.0071092,0.0071092,0.0071092
148,7506.9,1.46126,1.00736,1.14098,0.89571,0.79167,0.86749,0.47177,1.51282,0.88548,1.10618,0.0070894,0.0070894,0.0070894
149,7557.96,1.48795,0.96516,1.12744,0.86221,0.80833,0.88035,0.46836,1.54496,0.83013,1.14226,0.0070696,0.0070696,0.0070696
150,7608.97,1.41157,0.95068,1.09182,0.89427,0.77535,0.87759,0.47048,1.53211,0.96205,1.12674,0.0070498,0.0070498,0.0070498
151,7659.98,1.44439,0.91512,1.10367,0.86259,0.78472,0.83497,0.44168,1.63058,0.94704,1.18547,0.00703,0.00703,0.00703
152,7711.04,1.49514,0.97385,1.15672,0.86066,0.77211,0.84182,0.43916,1.63685,1.04783,1.16022,0.0070102,0.0070102,0.0070102
153,7762.06,1.472,1.00288,1.14818,0.85654,0.775,0.86542,0.45502,1.59143,0.89816,1.15635,0.0069904,0.0069904,0.0069904
154,7813.11,1.42084,0.94633,1.09685,0.89482,0.77989,0.85389,0.46281,1.52034,0.8636,1.17967,0.0069706,0.0069706,0.0069706
155,7864.16,1.43863,0.95199,1.10947,0.8212,0.80374,0.84801,0.46059,1.54078,1.10107,1.17312,0.0069508,0.0069508,0.0069508
156,7915.16,1.3716,0.91535,1.05319,0.87009,0.79167,0.86373,0.46217,1.59183,1.05313,1.17099,0.006931,0.006931,0.006931
157,7966.18,1.41083,0.96265,1.09071,0.86301,0.775,0.84544,0.4561,1.55771,1.08778,1.13556,0.0069112,0.0069112,0.0069112
158,8017.24,1.42952,0.93159,1.11,0.84682,0.775,0.84227,0.45575,1.57939,1.02301,1.14167,0.0068914,0.0068914,0.0068914
159,8068.34,1.45631,0.92125,1.11478,0.86265,0.85,0.8855,0.49444,1.52595,1.00543,1.1311,0.0068716,0.0068716,0.0068716
160,8119.39,1.49929,0.95994,1.12665,0.82275,0.81233,0.86874,0.46851,1.54825,1.05477,1.14577,0.0068518,0.0068518,0.0068518
